Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,Heating,MaintenanceFee,Price,Room,Town,Typeofit
9,146,Uygun,İkinci El,4,1,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,70,262000,4,Çankaya,Daire
0,120,Uygun,Sıfır,4,Giriş Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,300000,4,Keçiören,Daire
4,210,Uygun,İkinci El,10,6,,,Eşyalı Değil,Merkezi (Pay Ölçer),,780000,5,Etimesgut,Daire
4,180,Uygun,İkinci El,9,Giriş Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,539000,5,Etimesgut,Daire
30,115,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,45,335000,3,Altındağ,Daire
9,135,Uygun,İkinci El,4,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,70,255000,4,Çankaya,Daire
6,135,Uygun,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,217500,4,Altındağ,Daire
20,55,Uygun,İkinci El,,En Üst Kat,Doğu,Doğalgaz,Eşyalı,Merkezi,220,177000,2,Etimesgut,Daire
1,150,Uygun,,15,14,,Doğalgaz,Eşyalı Değil,Kombi,,420000,4,Mamak,Daire
27,95,Uygun,İkinci El,9,5,Batı,Doğalgaz,Eşyalı Değil,Merkezi,230,253000,4,Yenimahalle,Daire
15,280,Uygun,İkinci El,5,5,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,340000,6,Etimesgut,Daire
14,210,Uygun,İkinci El,9,6,Doğu,Doğalgaz,Eşyalı Değil,Kombi,200,985000,5,Çankaya,Daire
4,178,Uygun,Sıfır,12,5,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,350,650000,5,Çankaya,Daire
0,185,Uygun,Sıfır,4,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,735000,5,Çankaya,Daire
0,55,Uygun,Sıfır,5,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,370000,2,Çankaya,Daire
7,270,Uygun,,5,Teras Katı,,,Eşyalı Değil,Kombi,,375000,6,Mamak,Daire
0,210,Uygun,Sıfır,12,10,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,,750000,5,Keçiören,Daire
0,205,Uygun,Sıfır,,,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,970000,5,Çankaya,Daire
32,156,Uygun,İkinci El,6,Bahçe Katı,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,640000,5,Çankaya,Daire
10,100,Uygun,İkinci El,15,Yüksek Giriş,Doğu,Doğalgaz,Eşyalı Değil,Kombi,250,485000,3,Çankaya,Daire
0,120,Uygun,Sıfır,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,170000,3,Mamak,Daire
9,230,Uygun,İkinci El,4,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,400000,6,Çankaya,Daire
30,150,Uygun,İkinci El,4,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,45,315000,4,Çankaya,Daire
25,110,Uygun,,5,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,285000,4,Yenimahalle,Daire
25,125,Uygun,İkinci El,5,1,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,120000,4,Sincan,Daire
18,600,Uygun,İkinci El,4,Villa Katı,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,4250000,9,Çankaya,Daire
0,150,Uygun,Sıfır,3,En Üst Kat,,Doğalgaz,Eşyalı Değil,Kombi,,670000,3,Çankaya,Daire
17,135,Uygun,İkinci El,15,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,385,495000,4,Etimesgut,Daire
0,110,Uygun,Sıfır,16,7,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,130,290000,4,Altındağ,Daire
25,110,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,175000,3,Çankaya,Daire
5,205,Uygun,İkinci El,8,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,80,345000,4,Mamak,Daire
17,125,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,35,340000,4,Çankaya,Daire
17,135,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,245000,4,Çankaya,Daire
12,245,Uygun,İkinci El,3,Teras Katı,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,365000,6,Etimesgut,Daire
25,90,Uygun,,4,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,,270000,3,Yenimahalle,Daire
5,105,Uygun,İkinci El,13,Ara Kat,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,571500,3,Çankaya,Daire
0,140,Uygun,Yapım Aşamasında,4,4,,Doğalgaz,Eşyalı Değil,Kombi,,850000,4,Çankaya,Daire
45,140,Uygun,İkinci El,4,1,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,400,429000,4,Çankaya,Daire
14,300,Uygun,İkinci El,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,850000,6,Çankaya,Daire
3,135,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,248000,4,Keçiören,Daire
5,130,Uygun,İkinci El,4,Yüksek Giriş,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,220000,4,Keçiören,Daire
7,80,Uygun,İkinci El,14,2,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,600,375000,2,Çankaya,Daire
9,125,Uygun,İkinci El,6,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,160000,4,Mamak,Daire
0,180,Uygun,Sıfır,16,13,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,650000,5,Yenimahalle,Daire
5,85,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,90,400000,3,Çankaya,Daire
22,130,Uygun,İkinci El,9,2,,Doğalgaz,Eşyalı Değil,Kombi,40,219000,4,Çankaya,Daire
8,120,Uygun,,,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,259000,3,Çankaya,Daire
28,115,Uygun,İkinci El,6,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,195000,4,Yenimahalle,Daire
5,105,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,238000,4,Mamak,Daire
25,100,Uygun,İkinci El,3,1,,Doğalgaz,Eşyalı Değil,Kombi,50,220000,4,Çankaya,Daire
0,180,Uygun,Sıfır,4,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,450000,5,Çankaya,Daire
2,140,Uygun,,3,Giriş Katı,,,Eşyalı Değil,Kombi,,210000,5,Çubuk,Daire
28,130,Uygun,İkinci El,5,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,275000,4,Çankaya,Daire
25,125,Uygun,,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,460000,4,Keçiören,Daire
20,125,Uygun,İkinci El,3,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,40,310000,4,Çankaya,Daire
0,170,Uygun,Sıfır,8,6,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,420000,5,Pursaklar,Daire
9,235,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,800000,5,Çankaya,Daire
0,165,Uygun,Sıfır,9,7,"Kuzey,Doğu",,Eşyalı Değil,Kombi,,340000,4,Kahramankazan,Daire
4,160,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,510000,4,Çankaya,Daire
35,95,Uygun,İkinci El,5,Bahçe Katı,,Doğalgaz,Eşyalı Değil,Kombi,50,175000,3,Çankaya,Daire
2,120,Uygun,Sıfır,4,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),122,515000,3,Çankaya,Daire
0,145,Uygun,Sıfır,3,2,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,535000,4,Yenimahalle,Daire
30,120,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,525000,4,Çankaya,Daire
8,185,Uygun,İkinci El,4,Yüksek Giriş,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,685000,5,Çankaya,Daire
25,85,Uygun,İkinci El,3,2,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,117000,3,Mamak,Daire
28,115,Uygun,İkinci El,15,En Üst Kat,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,,520000,4,Çankaya,Daire
10,160,Uygun,İkinci El,3,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,297000,5,Etimesgut,Daire
25,105,Uygun,İkinci El,2,Yüksek Giriş,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,245000,4,Çankaya,Daire
23,140,Uygun değil,İkinci El,4,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,385000,5,Yenimahalle,Daire
0,220,Uygun,Sıfır,12,1,"Kuzey,Doğu,Batı",,Eşyalı Değil,Merkezi (Pay Ölçer),300,860000,5,Etimesgut,Daire
40,95,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,250000,3,Çankaya,Daire
10,150,Uygun,İkinci El,4,1,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,450000,4,Çankaya,Daire
35,105,Uygun,İkinci El,3,2,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,300,510000,3,Çankaya,Daire
14,165,Uygun,İkinci El,6,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,25,410000,5,Keçiören,Daire
20,125,Uygun,İkinci El,3,1,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,25,156000,4,Keçiören,Daire
17,95,Uygun,İkinci El,4,1,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,150000,3,Çankaya,Daire
8,75,Uygun,İkinci El,10,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı,Kombi,220,435000,2,Çankaya,Daire
25,100,Uygun,,5,3,Güney,Doğalgaz,Eşyalı Değil,Merkezi,200,320000,4,Yenimahalle,Daire
5,110,Uygun,,3,Yüksek Giriş,,,Eşyalı Değil,Kombi,,165000,3,Mamak,Daire
15,160,Uygun,İkinci El,4,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,50,575000,4,Çankaya,Daire
9,300,Uygun,İkinci El,4,En Üst Kat,Batı,Doğalgaz,Eşyalı Değil,Kombi,50,549000,5,Çankaya,Daire
2,185,Uygun,Sıfır,40,11,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),328,1150000,5,Yenimahalle,Daire
35,135,Uygun,,4,4,"Kuzey,Batı",,Eşyalı Değil,Merkezi,230,505000,4,Çankaya,Daire
9,300,Uygun,İkinci El,4,En Üst Kat,Batı,Doğalgaz,Eşyalı Değil,Kombi,50,549000,5,Çankaya,Daire
3,160,Uygun,İkinci El,13,10,Güney,Doğalgaz,Eşyalı Değil,Merkezi,250,600000,4,Etimesgut,Daire
10,94,Uygun,İkinci El,4,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,125000,3,Etimesgut,Daire
12,130,Uygun,İkinci El,3,2,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,15,355000,4,Çankaya,Daire
25,200,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,980000,5,Çankaya,Daire
25,110,Uygun,İkinci El,3,Bahçe Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,300,180000,4,Altındağ,Daire
8,185,Uygun,İkinci El,4,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Kombi,150,685000,5,Çankaya,Daire
30,65,Uygun,İkinci El,3,Zemin,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,135000,2,Altındağ,Daire
40,115,Uygun,İkinci El,7,6,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,115,350000,4,Çankaya,Daire
4,155,Uygun,İkinci El,9,4,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,,339000,4,Pursaklar,Daire
30,125,Uygun,İkinci El,7,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,200,375000,4,Çankaya,Daire
0,90,Uygun,Sıfır,4,Yüksek Giriş,Güney,Doğalgaz,Eşyalı Değil,Kombi,70,280000,2,Çankaya,Daire
12,"1,140",Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,25,250000,4,Mamak,Daire
30,100,Uygun,İkinci El,2,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı,Merkezi,300,270000,3,Çankaya,Daire
15,137,Uygun,İkinci El,4,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,490000,4,Çankaya,Daire
10,200,Uygun,,8,2,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,299000,5,Polatlı,Daire
10,130,Uygun,,3,1,,Doğalgaz,Eşyalı Değil,Kombi,,199000,4,Pursaklar,Daire
18,145,Uygun,İkinci El,7,Yüksek Giriş,,,Eşyalı Değil,Merkezi,360,425000,4,Çankaya,Daire
5,60,Uygun,İkinci El,11,9,Batı,Doğalgaz,Eşyalı,Merkezi (Pay Ölçer),130,257000,2,Etimesgut,Daire
7,117,Uygun,İkinci El,13,4,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),135,175000,4,Etimesgut,Daire
40,120,Uygun,İkinci El,3,2,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,335000,4,Çankaya,Daire
5,120,Uygun,İkinci El,4,En Üst Kat,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,450000,4,Çankaya,Daire
20,150,Uygun,İkinci El,4,2,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,410000,4,Çankaya,Daire
7,117,Uygun,İkinci El,13,9,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),135,165000,4,Etimesgut,Daire
25,90,Uygun,,,Giriş Katı,Kuzey,,Eşyalı Değil,Kombi,,260000,3,Çankaya,Daire
0,95,Uygun,Sıfır,2,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,550000,3,Çankaya,Daire
1,135,Uygun,İkinci El,4,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,415000,4,Keçiören,Daire
25,120,Uygun,İkinci El,5,5,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,450,605000,4,Çankaya,Daire
0,190,Uygun,Sıfır,,2,,,Eşyalı Değil,Merkezi (Pay Ölçer),,1499000,5,Çankaya,Daire
0,170,Uygun,Sıfır,7,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,,340000,4,Kahramankazan,Daire
23,125,Uygun,İkinci El,,,,,Eşyalı Değil,Kombi,25,235000,3,Çankaya,Daire
50,70,Uygun,İkinci El,4,Yüksek Giriş,Batı,Doğalgaz,Eşyalı Değil,Kombi,40,200000,3,Çankaya,Daire
12,120,Uygun,İkinci El,4,1,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,490000,4,Yenimahalle,Daire
12,120,Uygun,İkinci El,6,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,210000,4,Çankaya,Daire
15,120,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,230000,4,Keçiören,Daire
25,250,Bilinmiyor,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,575000,6,Çankaya,Daire
20,76,Uygun,İkinci El,5,4,Batı,Doğalgaz,Eşyalı Değil,Merkezi,,252000,4,Etimesgut,Daire
16,160,Uygun,İkinci El,11,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,755000,4,Çankaya,Daire
15,135,Uygun,İkinci El,4,4,Güney,Doğalgaz,Eşyalı Değil,Kombi,20,250000,4,Mamak,Daire
1,165,Uygun,İkinci El,8,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,719000,4,Etimesgut,Daire
0,120,Uygun,Sıfır,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,297000,4,Çankaya,Daire
30,130,Uygun,İkinci El,5,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,350000,4,Keçiören,Daire
0,125,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,200,640000,3,Çankaya,Daire
11,135,Uygun,İkinci El,3,3,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,30,325000,4,Gölbaşı,Daire
2,150,Uygun,Sıfır,13,1,Güney,,Eşyalı Değil,Kombi,250,126000,4,Etimesgut,Daire
3,185,Uygun,İkinci El,4,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,25,295000,6,Mamak,Daire
7,168,Uygun,İkinci El,16,6,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),230,620000,4,Yenimahalle,Daire
15,150,Uygun,İkinci El,10,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,125,725000,4,Çankaya,Daire
42,105,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,335000,3,Altındağ,Daire
1,150,Uygun,İkinci El,3,En Üst Kat,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),500,900000,3,Çankaya,Daire
0,180,Uygun,Sıfır,5,5,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,480000,5,Yenimahalle,Daire
11,130,Uygun,İkinci El,3,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,290000,4,Keçiören,Daire
25,90,Uygun,İkinci El,2,Giriş Katı,,Doğalgaz,Eşyalı Değil,Kombi,50,227000,3,Çankaya,Daire
10,150,Uygun,İkinci El,3,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,,279000,4,Pursaklar,Daire
10,120,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,245000,4,Pursaklar,Daire
25,130,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,229000,4,Keçiören,Daire
3,130,Uygun,İkinci El,4,4,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,296000,4,Mamak,Daire
0,157,Uygun,,10,5,,,Eşyalı Değil,Merkezi,,72000,5,Mamak,Daire
0,160,Uygun,Sıfır,18,13,Güney,Doğalgaz,Eşyalı Değil,Merkezi,,489000,5,Sincan,Daire
22,125,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,300,399000,4,Çankaya,Daire
5,168,Uygun,İkinci El,29,21,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,995000,5,Etimesgut,Daire
3,115,Uygun,İkinci El,13,11,Güney,Doğalgaz,Eşyalı Değil,Kombi,125,300000,4,Mamak,Daire
20,190,Uygun,İkinci El,3,1,Batı,Doğalgaz,Eşyalı Değil,Kombi,100,500000,5,Çankaya,Daire
0,130,Uygun,Sıfır,3,Zemin,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,149000,4,Keçiören,Daire
0,149,Uygun,Sıfır,9,8,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,85000,5,Altındağ,Daire
1,100,Uygun,İkinci El,12,4,Kuzey,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),200,515000,3,Etimesgut,Daire
17,145,Uygun,İkinci El,4,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,80,350000,4,Çankaya,Daire
20,155,Uygun,İkinci El,6,4,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,395000,4,Pursaklar,Daire
0,120,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,165000,3,Mamak,Daire
11,120,Uygun,İkinci El,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,250000,4,Mamak,Daire
40,85,Uygun,İkinci El,4,Yüksek Giriş,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,280,285000,3,Çankaya,Daire
1,205,Uygun,İkinci El,11,2,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,410000,5,Polatlı,Daire
5,130,Uygun,İkinci El,10,8,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),400,595000,4,Yenimahalle,Daire
8,145,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı,Kombi,50,325000,4,Keçiören,Daire
3,195,Uygun,İkinci El,16,15,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,525000,5,Yenimahalle,Daire
0,90,Uygun,Sıfır,5,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,750000,3,Çankaya,Daire
10,140,Uygun,İkinci El,3,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,317500,4,Çankaya,Daire
0,170,Uygun,Sıfır,13,5,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,440000,5,Polatlı,Daire
25,120,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı,Merkezi,350,285000,3,Çankaya,Daire
4,190,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,415000,5,Keçiören,Daire
18,167,Uygun,İkinci El,4,1,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,288000,5,Çankaya,Daire
0,192,Uygun,Sıfır,17,2,"Güney,Doğu",,Eşyalı Değil,Merkezi (Pay Ölçer),,430000,5,Sincan,Daire
4,149,Uygun,İkinci El,25,4,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,774000,4,Çankaya,Daire
0,145,Uygun,Sıfır,4,2,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,610000,4,Yenimahalle,Daire
40,100,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,190000,4,Çankaya,Daire
8,95,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,25,177000,3,Etimesgut,Daire
4,130,Uygun değil,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,299000,4,Keçiören,Daire
3,115,Uygun,Sıfır,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,176000,4,Mamak,Daire
3,138,Uygun,,4,Giriş Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,225000,4,Etimesgut,Daire
15,105,Uygun,İkinci El,6,2,Kuzey,Doğalgaz,Eşyalı Değil,Kombi,20,90000,4,Mamak,Daire
25,120,Uygun,İkinci El,2,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,380000,4,Çankaya,Daire
18,120,Uygun,İkinci El,9,5,"Güney,Batı",,Eşyalı Değil,Merkezi,280,315000,4,Yenimahalle,Daire
14,155,Uygun,İkinci El,4,1,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,75,429000,4,Çankaya,Daire
2,90,Uygun,İkinci El,3,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,655000,3,Çankaya,Daire
7,200,Uygun,İkinci El,15,14,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,90,560000,6,Etimesgut,Daire
3,130,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,139000,4,Keçiören,Daire
0,164,Uygun,Sıfır,3,Yüksek Giriş,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,400000,5,Çankaya,Daire
4,105,Uygun,İkinci El,3,2,,Doğalgaz,Eşyalı Değil,Kombi,,245000,3,Mamak,Daire
4,250,Uygun,İkinci El,13,Bahçe Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),762,1890000,5,Çankaya,Daire
29,160,Uygun,İkinci El,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,750000,5,Çankaya,Daire
30,130,Uygun,İkinci El,8,6,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,25,250000,4,Yenimahalle,Daire
10,130,Uygun,İkinci El,4,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,365000,4,Çankaya,Daire
35,116,Uygun,,3,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,495000,4,Çankaya,Daire
0,190,Uygun,Sıfır,13,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,590000,5,Altındağ,Daire
20,320,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,519000,7,Çankaya,Daire
5,300,Uygun,İkinci El,9,9,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,535000,7,Mamak,Daire
0,195,Uygun,İkinci El,16,14,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,650000,5,Pursaklar,Daire
23,130,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,415000,4,Çankaya,Daire
0,300,Uygun,Sıfır,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,680000,7,Çankaya,Daire
4,125,Uygun,İkinci El,4,4,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,349000,4,Pursaklar,Daire
0,222,Uygun değil,,35,21,,,Eşyalı Değil,Merkezi (Pay Ölçer),,660000,5,Çankaya,Daire
16,245,Uygun,İkinci El,2,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,535000,5,Çankaya,Daire
10,300,Uygun,İkinci El,3,3,,Doğalgaz,Eşyalı Değil,Kombi,50,475000,6,Çankaya,Daire
12,105,Uygun,İkinci El,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,70,218500,3,Çankaya,Daire
10,170,Uygun,İkinci El,4,1,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,650000,5,Çankaya,Daire
